# wolfy english lexicon v1
# generated	2026-08-22
# source	Princeton WordNet 3.0 — леммы и таблицы исключений (*.exc)
# source	Brown Corpus (NLTK, universal tagset) — частотность и служебные части речи
# note	уровень CEFR выведен из частотности, официальной разметкой не является
# words	77675
# irregular	4377
# top	0
W	masters	n	4.3	B1
W	mastership	n	0.0	C2
W	masterstroke	n	0.0	C2
W	masterwort	n	0.0	C2
W	mastery	n	3.9	B2
W	masthead	n	0.0	C2
W	mastic	n	2.9	C2
W	masticate	v	0.0	C2
W	mastication	n	0.0	C2
W	masticophis	n	0.0	C2
W	mastiff	n	2.9	C2
W	mastigomycota	n	0.0	C2
W	mastigomycotina	n	0.0	C2
W	mastigophora	n	0.0	C2
W	mastigophoran	n	0.0	C2
W	mastigophore	n	0.0	C2
W	mastigoproctus	n	0.0	C2
W	mastitis	n	0.0	C2
W	mastocyte	n	0.0	C2
W	mastodon	n	0.0	C2
W	mastodont	n	0.0	C2
W	mastoid	an	0.0	C2
W	mastoidal	an	0.0	C2
W	mastoidale	n	0.0	C2
W	mastoidectomy	n	0.0	C2
W	mastoiditis	n	0.0	C2
W	mastopathy	n	0.0	C2
W	mastopexy	n	0.0	C2
W	mastotermes	n	0.0	C2
W	mastotermitidae	n	0.0	C2
W	masturbate	v	0.0	C2
W	masturbation	n	0.0	C2
W	masturbator	n	0.0	C2
W	mat	anv	3.6	B2
W	matabele	n	0.0	C2
W	matador	n	0.0	C2
W	matai	n	0.0	C2
W	matakam	n	0.0	C2
W	matamoros	n	0.0	C2
W	match	nv	4.5	B1
W	matchboard	n	0.0	C2
W	matchbook	n	0.0	C2
W	matchbox	n	0.0	C2
W	matchbush	n	0.0	C2
W	matched	a	4.1	B2
W	matcher	n	0.0	C2
W	matchet	n	0.0	C2
W	matching	a	4.5	B1
W	matchless	a	3.2	C1
W	matchlock	n	0.0	C2
W	matchmaker	n	3.2	C1
W	matchmaking	n	2.9	C2
W	matchstick	n	0.0	C2
W	matchup	n	0.0	C2
W	matchweed	n	0.0	C2
W	matchwood	n	0.0	C2
W	mate	nv	4.3	B1
W	mated	a	3.5	C1
W	mateless	a	0.0	C2
W	matelote	n	0.0	C2
W	mater	n	3.2	C1
W	materfamilias	n	0.0	C2
W	material	an	5.2	A2
W	materialisation	n	0.0	C2
W	materialise	v	0.0	C2
W	materialism	n	3.8	B2
W	materialist	n	0.0	C2
W	materialistic	a	3.2	C1
W	materialistically	r	0.0	C2
W	materiality	n	0.0	C2
W	materialization	n	0.0	C2
W	materialize	v	3.4	C1
W	materially	r	3.6	B2
W	materiel	n	3.2	C1
W	maternal	a	3.6	B2
W	maternalism	n	0.0	C2
W	maternalistic	a	0.0	C2
W	maternally	r	0.0	C2
W	maternity	n	0.0	C2
W	mates	n	3.9	B2
W	matey	a	0.0	C2
W	math	n	3.5	C1
W	mathematical	a	4.3	B1
W	mathematically	r	3.6	B2
W	mathematician	n	3.2	C1
W	mathematics	n	4.2	B1
W	mathias	n	3.2	C1
W	maths	n	0.0	C2
W	matinee	n	0.0	C2
W	mating	n	3.8	B2
W	matins	n	0.0	C2
W	matisse	n	2.9	C2
W	matman	n	0.0	C2
W	matoaka	n	0.0	C2
W	matriarch	n	2.9	C2
W	matriarchal	a	2.9	C2
W	matriarchate	n	0.0	C2
W	matriarchic	a	0.0	C2
W	matriarchy	n	0.0	C2
W	matric	n	0.0	C2
W	matricaria	n	0.0	C2
W	matricentric	a	0.0	C2
W	matricide	n	0.0	C2
W	matriculate	nv	3.2	C1
W	matriculation	n	0.0	C2
W	matrikin	n	0.0	C2
W	matrilineage	n	0.0	C2
W	matrilineal	a	0.0	C2
W	matrilineally	r	0.0	C2
W	matrilinear	a	0.0	C2
W	matrimonial	a	2.9	C2
W	matrimony	n	3.4	C1
W	matrisib	n	0.0	C2
W	matrix	n	2.9	C2
W	matron	n	3.4	C1
W	matronly	a	0.0	C2
W	matronymic	n	0.0	C2
W	matsuo	n	4.5	B1
W	matsyendra	n	2.9	C2
W	matt	an	3.4	C1
W	matte	anv	0.0	C2
W	matted	a	0.0	C2
W	matter	nv	5.4	A2
W	matterhorn	n	0.0	C2
W	matteuccia	n	0.0	C2
W	matthew	n	3.5	C1
W	matthiola	n	0.0	C2
W	matting	n	3.2	C1
W	mattock	n	0.0	C2
W	mattole	n	0.0	C2
W	mattress	n	0.0	C2
W	maturate	v	0.0	C2
W	maturation	n	3.4	C1
W	maturational	a	2.9	C2
W	mature	av	4.4	B1
W	matured	a	3.2	C1
W	maturely	r	0.0	C2
W	maturement	n	0.0	C2
W	matureness	n	0.0	C2
W	maturity	n	4.5	B1
W	matutinal	a	0.0	C2
W	matzah	n	0.0	C2
W	matzo	n	0.0	C2
W	matzoh	n	0.0	C2
W	maude	n	4.3	B1
W	maudlin	a	2.9	C2
W	maugham	n	0.0	C2
W	maui	n	0.0	C2
W	maul	nv	0.0	C2
W	mauldin	n	2.9	C2
W	mauler	n	2.9	C2
W	maulers	n	0.0	C2
W	maulstick	n	0.0	C2
W	maund	n	0.0	C2
W	maunder	v	0.0	C2
W	maundy	n	0.0	C2
W	maupassant	n	0.0	C2
W	mauriac	n	0.0	C2
W	mauritania	n	0.0	C2
W	mauritanian	an	0.0	C2
W	mauritanie	n	0.0	C2
W	mauritian	an	0.0	C2
W	mauritius	n	0.0	C2
W	maurois	n	0.0	C2
W	mauser	n	0.0	C2
W	mausoleum	n	3.2	C1
W	mauve	an	2.9	C2
W	maven	n	0.0	C2
W	maverick	an	3.4	C1
W	mavik	n	0.0	C2
W	mavin	n	0.0	C2
W	mavis	n	3.2	C1
W	maw	n	3.2	C1
W	mawkish	a	2.9	C2
W	mawkishly	r	0.0	C2
W	mawkishness	n	0.0	C2
W	mawlamyine	n	0.0	C2
W	max	n	4.0	B2
W	maxi	an	0.0	C2
W	maxilla	n	0.0	C2
W	maxillaria	n	0.0	C2
W	maxillary	an	0.0	C2
W	maxillodental	a	0.0	C2
W	maxillofacial	a	0.0	C2
W	maxillomandibular	a	0.0	C2
W	maxim	n	2.9	C2
W	maximal	a	3.4	C1
W	maximally	r	0.0	C2
W	maximation	n	0.0	C2
W	maximian	n	0.0	C2
W	maximisation	n	0.0	C2
W	maximise	v	0.0	C2
W	maximising	a	0.0	C2
W	maximization	n	3.8	B2
W	maximize	v	3.2	C1
W	maximizing	a	3.6	B2
W	maximum	an	4.8	A2
W	maxostoma	n	0.0	C2
W	maxwell	n	4.0	B2
W	maxzide	n	0.0	C2
W	may	n	6.1	A1
W	maya	n	0.0	C2
W	mayaca	n	0.0	C2
W	mayacaceae	n	0.0	C2
W	mayakovski	n	0.0	C2
W	mayan	n	0.0	C2
W	mayapple	n	0.0	C2
W	mayas	n	0.0	C2
W	maybe	r	5.1	A2
W	mayday	n	0.0	C2
W	mayeng	n	0.0	C2
W	mayenne	n	0.0	C2
W	mayer	n	3.6	B2
W	mayetiola	n	0.0	C2
W	mayfish	n	0.0	C2
W	mayflower	n	3.5	C1
W	mayfly	n	0.0	C2
W	mayhap	r	0.0	C2
W	mayhaw	n	0.0	C2
W	mayhem	n	2.9	C2
W	mayidism	n	0.0	C2
W	mayo	n	2.9	C2
W	mayonnaise	n	3.2	C1
W	mayor	n	4.5	B1
W	mayoral	a	3.2	C1
W	mayoralty	n	0.0	C2
W	mayoress	n	0.0	C2
W	maypole	n	0.0	C2
W	maypop	n	0.0	C2
W	mays	n	4.0	B2
W	mayweed	n	0.0	C2
W	mazama	n	0.0	C2
W	mazatlan	n	0.0	C2
W	mazdaism	n	0.0	C2
W	maze	n	3.7	B2
W	mazed	a	0.0	C2
W	mazer	n	0.0	C2
W	mazopathy	n	0.0	C2
W	mazurka	n	3.2	C1
W	mazy	a	0.0	C2
W	mazzard	n	0.0	C2
W	mazzini	n	0.0	C2
W	mb	n	0.0	C2
W	mba	n	0.0	C2
W	mbabane	n	0.0	C2
W	mbd	n	0.0	C2
W	mbeya	n	0.0	C2
W	mbit	n	0.0	C2
W	mbundu	n	0.0	C2
W	mc	n	0.0	C2
W	mcalester	n	2.9	C2
W	mcallen	n	0.0	C2
W	mccarthy	n	3.8	B2
W	mccarthyism	n	0.0	C2
W	mccartney	n	0.0	C2
W	mccauley	n	3.2	C1
W	mccormick	n	3.8	B2
W	mccullers	n	3.2	C1
W	mcg	n	0.0	C2
W	mcgraw	n	0.0	C2
W	mcguffey	n	0.0	C2
W	mcguffin	n	0.0	C2
W	mcia	n	0.0	C2
W	mcintosh	n	2.9	C2
W	mckim	n	0.0	C2
W	mckinley	n	4.0	B2
W	mcluhan	n	0.0	C2
W	mcmaster	n	0.0	C2
W	mcpherson	n	2.9	C2
W	md	n	0.0	C2
W	mdi	n	0.0	C2
W	mdiv	n	0.0	C2
W	mdma	n	0.0	C2
W	me	np	6.0	A1
W	mead	n	3.2	C1
W	meade	n	0.0	C2
W	meadow	n	4.2	B1
W	meadowgrass	n	0.0	C2
W	meadowlark	n	0.0	C2
W	meager	a	3.7	B2
W	meagerly	ar	0.0	C2
W	meagerness	n	0.0	C2
W	meagre	a	0.0	C2
W	meagrely	r	0.0	C2
W	meagreness	n	0.0	C2
W	meal	n	4.4	B1
W	mealberry	n	0.0	C2
W	mealie	n	0.0	C2
W	mealtime	n	3.2	C1
W	mealworm	n	0.0	C2
W	mealy	a	0.0	C2
W	mealybug	n	0.0	C2
W	mealymouthed	a	0.0	C2
W	mean	anv	5.2	A2
W	meander	nv	0.0	C2
W	meandering	a	3.4	C1
W	meanderingly	r	0.0	C2
W	meanie	n	0.0	C2
W	meaning	an	5.0	A2
W	meaningful	a	4.3	B1
W	meaningfully	r	2.9	C2
W	meaningfulness	n	3.2	C1
W	meaningless	a	4.1	B2
W	meaninglessness	n	0.0	C2
W	meanly	r	0.0	C2
W	meanness	n	3.4	C1
W	means	n	5.4	A2
W	meanspirited	a	0.0	C2
W	meanspiritedly	r	0.0	C2
W	meantime	nr	4.0	B2
W	meanwhile	nr	4.5	B1
W	meany	n	0.0	C2
W	mearstone	n	0.0	C2
W	measles	n	3.2	C1
W	measly	a	0.0	C2
W	measurability	n	0.0	C2
W	measurable	a	3.6	B2
W	measurably	r	2.9	C2
W	measure	nv	4.9	A2
W	measured	a	4.8	A2
W	measuredly	r	0.0	C2
W	measureless	a	0.0	C2
W	measurement	n	4.5	B1
W	measurer	n	0.0	C2
W	measuring	n	4.4	B1
W	meat	n	4.6	B1
W	meatball	n	0.0	C2
W	meatless	a	0.0	C2
W	meatloaf	n	0.0	C2
W	meatman	n	0.0	C2
W	meatpacking	n	0.0	C2
W	meatus	n	0.0	C2
W	meaty	a	2.9	C2
W	mebaral	n	0.0	C2
W	mebendazole	n	0.0	C2
W	mebibit	n	0.0	C2
W	mebibyte	n	0.0	C2
W	mecca	n	2.9	C2
W	meccano	n	0.0	C2
W	mechanic	an	3.6	B2
W	mechanical	a	4.5	B1
W	mechanically	r	3.5	C1
W	mechanics	n	4.2	B1
W	mechanisation	n	0.0	C2
W	mechanise	v	0.0	C2
W	mechanised	a	0.0	C2
W	mechanism	n	4.4	B1
W	mechanist	n	2.9	C2
W	mechanistic	a	2.9	C2
W	mechanistically	r	0.0	C2
W	mechanization	n	3.5	C1
W	mechanize	v	0.0	C2
W	mechanized	a	3.6	B2
W	mecholyl	n	3.5	C1
W	meclizine	n	0.0	C2
W	meclofenamate	n	0.0	C2
W	meclomen	n	0.0	C2
W	meconium	n	0.0	C2
W	meconopsis	n	0.0	C2
W	mecoptera	n	0.0	C2
W	mecopteran	n	0.0	C2
W	mecopterous	a	0.0	C2
W	med	n	0.0	C2
W	medal	n	3.8	B2
W	medalist	n	0.0	C2
W	medallion	n	0.0	C2
W	medallist	n	0.0	C2
W	medan	n	0.0	C2
W	medawar	n	0.0	C2
W	meddle	v	2.9	C2
W	meddler	n	0.0	C2
W	meddlesome	a	0.0	C2
W	meddlesomeness	n	0.0	C2
W	meddling	an	3.5	C1
W	medea	n	2.9	C2
W	medellin	n	0.0	C2
W	medevac	n	0.0	C2
W	medfly	n	0.0	C2
W	medford	n	0.0	C2
W	mediacy	n	0.0	C2
W	mediaeval	a	0.0	C2
W	medial	a	0.0	C2
W	medially	r	0.0	C2
W	median	an	2.9	C2
W	mediant	n	0.0	C2
W	mediastinum	n	0.0	C2
W	mediate	av	0.0	C2
W	mediated	a	0.0	C2
W	mediateness	n	0.0	C2
W	mediation	n	0.0	C2
W	mediator	n	0.0	C2
W	mediatorial	a	0.0	C2
W	mediatory	a	0.0	C2
W	mediatrix	n	0.0	C2
W	medic	n	0.0	C2
W	medicago	n	0.0	C2
W	medicaid	n	0.0	C2
W	medical	an	5.1	A2
W	medically	r	3.2	C1
W	medicament	n	0.0	C2
W	medicare	n	0.0	C2
W	medicate	v	0.0	C2
W	medication	n	3.2	C1
W	medicative	a	0.0	C2
W	medici	n	2.9	C2
W	medicinal	a	2.9	C2
W	medicinally	r	0.0	C2
W	medicine	nv	4.4	B1
W	medick	n	0.0	C2
W	medico	n	0.0	C2
W	medicolegal	a	0.0	C2
W	mediety	n	0.0	C2
W	medieval	a	4.2	B1
W	medina	n	0.0	C2
W	medinilla	n	0.0	C2
W	mediocre	a	3.6	B2
W	mediocrity	n	2.9	C2
W	meditate	v	2.9	C2
W	meditation	n	3.2	C1
W	meditative	a	3.2	C1
W	meditatively	r	0.0	C2
W	meditativeness	n	0.0	C2
W	mediterranean	an	3.8	B2
W	medium	an	4.6	B1
W	medivac	n	0.0	C2
W	medlar	n	0.0	C2
W	medlars	n	0.0	C2
W	medley	n	2.9	C2
W	medline	n	0.0	C2
W	medoc	n	0.0	C2
W	medroxyprogesterone	n	0.0	C2
W	medulla	n	0.0	C2
W	medullary	a	0.0	C2
W	medullated	a	0.0	C2
W	medusa	n	0.0	C2
W	medusan	n	0.0	C2
W	medusoid	an	0.0	C2
W	mee	p	3.6	B2
W	meed	n	0.0	C2
W	meek	a	3.9	B2
W	meekly	r	3.2	C1
W	meekness	n	0.0	C2
W	meerestone	n	0.0	C2
W	meerkat	n	0.0	C2
W	meerschaum	n	0.0	C2
W	meet	anv	5.1	A2
W	meeter	n	0.0	C2
W	meeting	n	5.1	A2
W	meetinghouse	n	0.0	C2
W	mefloquine	n	0.0	C2
W	mefoxin	n	0.0	C2
W	meg	n	3.2	C1
W	megabat	n	0.0	C2
W	megabit	n	0.0	C2
W	megabucks	n	0.0	C2
W	megabyte	n	0.0	C2
W	megacardia	n	0.0	C2
W	megacephaly	n	0.0	C2
W	megachile	n	0.0	C2
W	megachilidae	n	0.0	C2
W	megachiroptera	n	0.0	C2
W	megacolon	n	0.0	C2
W	megacycle	n	0.0	C2
W	megadeath	n	0.0	C2
W	megaderma	n	0.0	C2
W	megadermatidae	n	0.0	C2
W	megaera	n	0.0	C2
W	megaflop	n	0.0	C2
W	megagametophyte	n	0.0	C2
W	megahertz	n	0.0	C2
W	megahit	n	0.0	C2
W	megakaryocyte	n	0.0	C2
W	megakaryocytic	a	2.9	C2
W	megalith	n	0.0	C2
W	megalithic	a	0.0	C2
W	megalobatrachus	n	0.0	C2
W	megaloblast	n	0.0	C2
W	megaloblastic	a	0.0	C2
W	megalocardia	n	0.0	C2
W	megalocephaly	n	0.0	C2
W	megalocyte	n	0.0	C2
W	megalohepatia	n	0.0	C2
W	megalomania	n	2.9	C2
W	megalomaniac	n	0.0	C2
W	megalomaniacal	a	0.0	C2
W	megalomanic	a	0.0	C2
W	megalonychidae	n	0.0	C2
W	megalopolis	n	0.0	C2
W	megaloptera	n	0.0	C2
W	megalosaur	n	0.0	C2
W	megalosauridae	n	0.0	C2
W	megalosaurus	n	0.0	C2
W	megaphone	n	0.0	C2
W	megapode	n	0.0	C2
W	megapodiidae	n	0.0	C2
W	megapodius	n	0.0	C2
W	megaptera	n	0.0	C2
W	megascopic	a	0.0	C2
W	megasporangium	n	0.0	C2
W	megaspore	n	0.0	C2
W	megasporophyll	n	0.0	C2
W	megathere	n	0.0	C2
W	megatherian	n	0.0	C2
W	megatheriid	n	0.0	C2
W	megatheriidae	n	0.0	C2
W	megatherium	n	0.0	C2
W	megaton	n	3.2	C1
W	megawatt	n	3.2	C1
W	megestrol	n	0.0	C2
W	megillah	n	0.0	C2
W	megilp	n	0.0	C2
W	megohm	n	0.0	C2
W	megrim	n	0.0	C2
W	megrims	n	0.0	C2
W	mei	n	0.0	C2
W	meiosis	n	0.0	C2
W	meiotic	a	0.0	C2
W	meir	n	2.9	C2
W	meissner	n	0.0	C2
W	meitner	n	0.0	C2
W	meitnerium	n	0.0	C2
W	mek	n	0.0	C2
W	mekong	n	3.4	C1
W	melaena	n	0.0	C2
W	melagra	n	0.0	C2
W	melamine	n	3.2	C1
W	melampodium	n	0.0	C2
W	melampsora	n	0.0	C2
W	melampsoraceae	n	0.0	C2
W	melancholia	n	0.0	C2
W	melancholiac	n	0.0	C2
W	melancholic	an	0.0	C2
W	melancholy	an	3.9	B2
W	melanchthon	n	0.0	C2
W	melanerpes	n	0.0	C2
W	melanesia	n	0.0	C2
W	melanesian	a	3.2	C1
W	melange	n	2.9	C2
W	melanin	n	0.0	C2
W	melanise	v	0.0	C2
W	melanism	n	0.0	C2
W	melanitta	n	0.0	C2
W	melanize	v	0.0	C2
W	melanoblast	n	0.0	C2
W	melanocyte	n	0.0	C2
W	melanoderma	n	0.0	C2
W	melanogrammus	n	0.0	C2
W	melanoma	n	0.0	C2
W	melanoplus	n	0.0	C2
W	melanosis	n	0.0	C2
W	melanotis	n	0.0	C2
W	melanthiaceae	n	0.0	C2
W	melasma	n	0.0	C2
W	melastoma	n	0.0	C2
W	melastomaceae	n	0.0	C2
W	melastomataceae	n	0.0	C2
W	melatonin	n	0.0	C2
W	melba	n	0.0	C2
W	melbourne	n	2.9	C2
W	melchior	n	0.0	C2
W	melchite	n	0.0	C2
W	meld	nv	2.9	C2
W	meleagrididae	n	0.0	C2
W	meleagris	n	0.0	C2
W	melee	n	3.4	C1
W	melena	n	0.0	C2
W	meles	n	0.0	C2
W	melia	n	0.0	C2
W	meliaceae	n	0.0	C2
W	melicocca	n	0.0	C2
W	melicoccus	n	0.0	C2
W	melicytus	n	0.0	C2
W	melilot	n	0.0	C2
W	melilotus	n	0.0	C2
W	melinae	n	0.0	C2
W	meliorate	v	0.0	C2
W	melioration	n	2.9	C2
W	meliorative	a	0.0	C2
W	meliorism	n	0.0	C2
W	meliorist	n	0.0	C2
W	meliphagidae	n	0.0	C2
W	melissa	n	3.4	C1
W	melkite	n	0.0	C2
W	mellaril	n	0.0	C2
W	mellifluous	a	0.0	C2
W	mellisonant	a	0.0	C2
W	mellivora	n	0.0	C2
W	mellon	n	0.0	C2
W	mellow	arv	2.9	C2
W	mellowed	a	3.2	C1
W	mellowing	n	0.0	C2
W	mellowingly	r	0.0	C2
W	mellowly	r	0.0	C2
W	mellowness	n	0.0	C2
W	melocactus	n	0.0	C2
W	melodic	a	3.6	B2
W	melodically	r	2.9	C2
W	melodious	a	3.5	C1
W	melodiously	r	0.0	C2
W	melodiousness	n	0.0	C2
W	melodise	v	0.0	C2
W	melodize	v	0.0	C2
W	melodrama	n	3.4	C1
W	melodramatic	a	3.5	C1
W	melodramatically	r	0.0	C2
W	melody	n	4.3	B1
W	melogale	n	0.0	C2
W	meloid	n	0.0	C2
W	meloidae	n	0.0	C2
W	melolontha	n	0.0	C2
W	melolonthidae	n	0.0	C2
W	melon	n	2.9	C2
W	melophagus	n	0.0	C2
W	melopsittacus	n	0.0	C2
W	melosa	n	0.0	C2
W	melospiza	n	0.0	C2
W	melphalan	n	0.0	C2
W	melpomene	n	0.0	C2
W	melt	nv	3.5	C1
W	meltable	a	0.0	C2
W	meltdown	n	0.0	C2
W	melted	a	3.9	B2
W	melter	n	0.0	C2
W	melting	an	4.3	B1
W	meltwater	n	0.0	C2
W	melursus	n	0.0	C2
W	melville	n	3.4	C1
W	mem	n	2.9	C2
W	member	n	5.1	A2
W	membered	a	0.0	C2
W	memberless	a	0.0	C2
W	membership	n	4.8	A2
W	membracidae	n	0.0	C2
W	membrane	n	3.7	B2
W	membranophone	n	0.0	C2
W	membranous	a	0.0	C2
W	meme	n	2.9	C2
W	memel	n	0.0	C2
W	memento	n	2.9	C2
W	memo	n	2.9	C2
W	memoir	n	3.2	C1
W	memorabilia	n	3.2	C1
W	memorability	n	0.0	C2
W	memorable	a	4.0	B2
W	memorably	r	0.0	C2
W	memoranda	n	2.9	C2
W	memorandum	n	3.4	C1
W	memorial	n	4.3	B1
W	memorialisation	n	0.0	C2
W	memorialise	v	0.0	C2
W	memorialization	n	0.0	C2
W	memorialize	v	0.0	C2
W	memorisation	n	0.0	C2
W	memorise	v	0.0	C2
W	memoriser	n	0.0	C2
W	memorization	n	2.9	C2
W	memorize	v	3.4	C1
W	memorizer	n	0.0	C2
W	memory	n	4.8	A2
W	memphis	n	3.8	B2
W	memsahib	n	0.0	C2
W	men	n	5.8	A1
W	menace	nv	3.9	B2
W	menacing	a	3.5	C1
W	menacingly	r	0.0	C2
W	menadione	n	0.0	C2
W	menage	n	0.0	C2
W	menagerie	n	2.9	C2
W	menander	n	0.0	C2
W	menarche	n	3.4	C1
W	mencken	n	3.4	C1
W	mend	nv	3.2	C1
W	mendacious	a	2.9	C2
W	mendaciously	r	0.0	C2
W	mendacity	n	0.0	C2
W	mendel	n	0.0	C2
W	mendeleev	n	0.0	C2
W	mendelevium	n	0.0	C2
W	mendeleyev	n	0.0	C2
W	mendelian	an	0.0	C2
W	mendelianism	n	0.0	C2
W	mendelism	n	0.0	C2
W	mendelsohn	n	0.0	C2
W	mendelssohn	n	3.2	C1
W	mender	n	0.0	C2
W	mendicancy	n	0.0	C2
W	mendicant	an	0.0	C2
W	mendicity	n	0.0	C2
W	mending	n	3.4	C1
W	menelaus	n	0.0	C2
W	menhaden	n	0.0	C2
W	menhir	n	0.0	C2
W	menial	an	2.9	C2
W	menially	r	0.0	C2
W	meniere	n	0.0	C2
W	meningeal	a	0.0	C2
W	meninges	n	0.0	C2
W	meningioma	n	0.0	C2
W	meningism	n	0.0	C2
W	meningitis	n	0.0	C2
W	meningocele	n	0.0	C2
W	meningoencephalitis	n	0.0	C2
W	meninx	n	0.0	C2
W	menippe	n	0.0	C2
W	meniscectomy	n	0.0	C2
W	meniscium	n	0.0	C2
W	meniscus	n	0.0	C2
W	menispermaceae	n	0.0	C2
W	menispermum	n	0.0	C2
W	menninger	n	0.0	C2
W	mennonite	n	3.2	C1
W	mennonitism	n	0.0	C2
W	menominee	n	0.0	C2
W	menomini	n	0.0	C2
W	menopausal	a	0.0	C2
W	menopause	n	0.0	C2
W	menopon	n	0.0	C2
W	menorah	n	0.0	C2
W	menorrhagia	n	0.0	C2
W	menorrhea	n	0.0	C2
W	menotti	n	0.0	C2
W	menotyphla	n	0.0	C2
W	mensa	n	0.0	C2
W	mensal	a	0.0	C2
W	mensch	n	0.0	C2
W	menses	n	0.0	C2
W	mensh	n	0.0	C2
W	menshevik	n	0.0	C2
W	menstrual	a	0.0	C2
W	menstruate	v	0.0	C2
W	menstruation	n	2.9	C2
W	menstruum	n	0.0	C2
W	mensurable	a	0.0	C2
W	mensural	a	0.0	C2
W	mensurate	v	0.0	C2
W	mensuration	n	0.0	C2
W	mental	a	4.6	B1
W	mentalism	n	0.0	C2
W	mentality	n	3.4	C1
W	mentally	r	4.1	B2
W	mentation	n	0.0	C2
W	mentha	n	0.0	C2
W	menthol	n	0.0	C2
W	mentholated	a	0.0	C2
W	menticirrhus	n	0.0	C2
W	mention	nv	4.6	B1
W	mentioner	n	0.0	C2
W	mentor	nv	2.9	C2
W	mentum	n	0.0	C2
W	mentzelia	n	0.0	C2
W	menu	n	3.6	B2
W	menuhin	n	2.9	C2
W	menura	n	0.0	C2
W	menurae	n	0.0	C2
W	menuridae	n	0.0	C2
W	menyanthaceae	n	0.0	C2
W	menyanthes	n	0.0	C2
W	menziesia	n	0.0	C2
W	meow	nv	0.0	C2
W	mepacrine	n	0.0	C2
W	meperidine	n	0.0	C2
W	mephaquine	n	0.0	C2
W	mephenytoin	n	0.0	C2
W	mephistophelean	a	0.0	C2
W	mephistopheles	n	2.9	C2
W	mephistophelian	a	0.0	C2
W	mephitic	a	0.0	C2
W	mephitinae	n	0.0	C2
W	mephitis	n	0.0	C2
W	mephobarbital	n	0.0	C2
W	meprin	n	0.0	C2
W	meprobamate	n	0.0	C2
W	meq	n	2.9	C2
W	meralgia	n	0.0	C2
W	merbromine	n	0.0	C2
W	mercantile	a	0.0	C2
W	mercantilism	n	0.0	C2
W	mercaptopurine	n	0.0	C2
W	mercator	n	0.0	C2
W	mercedario	n	0.0	C2
W	mercenaria	n	0.0	C2
W	mercenary	an	2.9	C2
W	mercer	n	4.8	A2
W	mercerise	v	0.0	C2
W	mercerised	a	0.0	C2
W	mercerize	v	0.0	C2
W	mercerized	a	0.0	C2
W	merchandise	nv	3.8	B2
W	merchandiser	n	0.0	C2
W	merchandising	n	3.8	B2
W	merchant	n	4.2	B1
W	merchantability	n	0.0	C2
W	merchantable	a	0.0	C2
W	merchantman	n	0.0	C2
W	merciful	a	3.2	C1
W	mercifully	r	3.5	C1
W	mercifulness	n	0.0	C2
W	merciless	a	3.4	C1
W	mercilessly	r	3.4	C1
W	mercilessness	n	0.0	C2
W	merckx	n	0.0	C2
W	mercouri	n	0.0	C2
W	mercurial	a	2.9	C2
W	mercurialis	n	0.0	C2
W	mercuric	a	0.0	C2
W	mercurochrome	n	0.0	C2
W	mercurous	a	0.0	C2
W	mercury	n	3.9	B2
W	mercy	n	4.2	B1
W	mere	an	4.6	B1
W	meredith	n	4.2	B1
W	merely	r	5.1	A2
W	merestone	n	0.0	C2
W	meretricious	a	2.9	C2
W	meretriciously	r	0.0	C2
W	meretriciousness	n	0.0	C2
W	merganser	n	0.0	C2
W	merge	v	3.9	B2
W	merged	a	3.5	C1
W	mergenthaler	n	0.0	C2
W	merger	n	4.3	B1
W	merginae	n	0.0	C2
W	merging	an	3.6	B2
W	mergus	n	0.0	C2
W	mericarp	n	0.0	C2
W	merida	n	0.0	C2
W	meridian	an	0.0	C2
W	meridional	a	0.0	C2
W	meringue	n	0.0	C2
W	merino	n	0.0	C2
W	meriones	n	0.0	C2
W	meristem	n	0.0	C2
W	merit	nv	4.4	B1
W	meritable	a	0.0	C2
W	merited	a	3.6	B2
W	meritless	a	0.0	C2
W	meritocracy	n	0.0	C2
W	meritocratic	a	0.0	C2
W	meritorious	a	3.2	C1
W	meritoriously	r	0.0	C2
W	meritoriousness	n	0.0	C2
W	merl	n	0.0	C2
W	merlangus	n	0.0	C2
W	merle	n	2.9	C2
W	merlin	n	0.0	C2
W	merlon	n	0.0	C2
W	merlot	n	0.0	C2
W	merluccius	n	0.0	C2
W	mermaid	n	2.9	C2
W	merman	n	0.0	C2
W	merodach	n	0.0	C2
W	meromelia	n	0.0	C2
W	meronym	n	0.0	C2
W	meronymy	n	0.0	C2
W	meropidae	n	0.0	C2
W	merops	n	0.0	C2
W	merostomata	n	0.0	C2
W	merovingian	an	0.0	C2
W	merozoite	n	0.0	C2
W	merrily	r	3.2	C1
W	merrimac	n	2.9	C2
W	merrimack	n	3.5	C1
W	merriment	n	3.4	C1
W	merriness	n	0.0	C2
W	merry	a	3.8	B2
W	merrymaker	n	0.0	C2
W	merrymaking	n	2.9	C2
W	mertensia	n	0.0	C2
W	merthiolate	n	0.0	C2
W	merton	n	0.0	C2
W	meryta	n	0.0	C2
W	mesa	n	2.9	C2
W	mesalliance	n	0.0	C2
W	mesantoin	n	0.0	C2
W	mesasamkranti	n	0.0	C2
W	mescal	n	0.0	C2
W	mescaline	n	0.0	C2
W	mesembryanthemum	n	0.0	C2
W	mesencephalon	n	0.0	C2
W	mesenchyme	n	0.0	C2
